id_k,iq_k,epsilon_k,n_k,n_1k,id_k1,iq_k1
-81.96447,177.081,2.045954,2,4,-91.22414,229.9937
-141.0355,7.421421,0.3073848,3,1,-150.7496,14.78872
-119.7654,79.615,1.798497,2,2,-142.702,91.60696
-54.72586,147.2351,-1.458856,3,3,-86.35951,126.2639
-137.4307,118.7824,-1.154141,1,4,-124.7026,116.6437
-141.4285,3.27375,2.037387,1,1,-141.2214,2.987249
-162.3341,136.3424,1.560017,1,6,-148.5417,132.0033
-215.41,53.88147,-2.90184,1,5,-204.9054,52.41139
-189.5028,72.99857,-2.277082,5,5,-214.2365,85.17004
-87.14344,191.1669,0.4238057,6,3,-72.50994,136.5713
-107.069,82.21107,0.8736119,4,5,-131.8802,98.97922
-160.1625,19.41006,-2.57133,2,5,-112.8023,21.45858
-198.7774,80.69495,-1.978969,2,3,-140.8544,74.09227
-139.8563,142.619,-1.286833,1,7,-125.9318,139.9588
-110.3208,170.3912,-0.801245,4,3,-132.9496,130.5406
-146.1322,96.3031,-2.905157,7,2,-167.1556,80.01568
-9.727412,57.12224,0.03824358,6,3,11.30008,43.58937
-207.2063,17.84398,2.669247,2,1,-204.0015,25.3595
-199.4204,130.1392,0.09351165,7,4,-154.4576,156.5065
-89.09016,0.6260371,-0.8876271,7,3,-99.98936,7.24648
-226.3295,56.58905,-1.432921,1,7,-216.3621,55.28067
-178.4763,50.12175,0.1465008,1,2,-170.4746,50.29631
-173.9292,84.07673,0.5582407,4,6,-208.1709,97.85038
-139.4656,127.4783,-0.3296769,3,4,-162.1229,151.2728
-163.3308,158.5955,1.36271,1,1,-151.5011,155.5187
-63.5552,114.3392,-2.612589,3,7,-53.92033,82.3983
-41.9528,210.0047,-2.177932,1,4,-33.40167,204.9104
-58.78549,89.23006,-1.617846,1,3,-49.15371,87.61712
-120.2464,79.79386,2.419668,4,2,-79.2522,85.94716
-5.067946,28.52102,-2.821438,7,2,-28.86564,21.80686
-183.5049,109.0359,-2.53594,4,6,-132.5648,88.07143
-75.79182,60.07977,2.764237,5,1,-108.3263,56.51524
-194.4419,136.0778,2.88593,7,2,-192.997,104.5415
-26.64888,8.779957,0.7507637,1,3,-25.64683,7.068713
-194.0652,136.116,-2.013718,6,7,-150.7223,162.9614
-15.08382,42.06016,-1.04777,7,4,-28.25609,51.52578
-36.82685,176.1859,0.3134167,6,4,-19.89862,126.6707
-168.2675,57.92196,1.105238,1,3,-161.8954,56.28503
-202.3004,135.3256,0.4322643,1,1,-191.6351,132.8517
-7.532863,216.3463,2.905568,5,1,-50.60453,187.5164
-1.304684,96.61251,-0.8811329,7,6,-4.219204,122.5887
-148.0514,125.8524,-2.298109,5,7,-167.3715,153.355
-37.4698,174.2312,-2.625015,6,3,-20.93858,231.7457
-41.92818,195.8087,-2.542677,1,6,-31.64347,189.9604
-23.16815,182.8843,-0.7806008,7,1,-12.82334,242.1783
-199.6173,5.852739,-1.182436,1,5,-199.3691,4.522083
-109.9603,68.58106,-0.4260268,4,5,-145.1921,60.93449
-79.35541,113.7313,-1.399541,7,6,-106.83,133.0422
-134.4369,171.1557,-2.847271,2,1,-83.8045,208.0699
-103.2181,169.5952,1.496537,2,2,-133.6972,187.8138
-10.176,4.090098,-0.4810818,7,2,-6.750926,11.42763
-41.99094,140.5188,1.079021,4,5,-53.82367,175.1288
-112.6325,148.2034,0.3265244,2,6,-139.0209,121.6932
-159.1059,26.53723,-2.028429,3,6,-178.3161,20.6042
-20.48727,73.22401,-0.1559204,3,4,-37.13769,87.03324
-90.95935,13.5501,2.189113,5,4,-112.7183,6.22737
-73.83265,173.717,-2.737591,6,5,-61.0578,226.0711
-35.78318,0.8750281,-2.14341,1,6,-36.22497,-0.49022
-169.223,43.34991,-2.335857,5,3,-193.9927,53.35254
-155.4318,68.67533,-0.9352851,3,3,-187.8357,72.13673
-36.81256,26.61981,2.911537,4,5,2.148786,26.65673
-161.1396,21.20632,0.2996229,1,1,-158.0509,20.32787
-85.06482,179.0517,0.9252955,6,4,-95.36703,132.0312
-138.8842,137.4377,-1.446825,7,7,-163.5275,160.9031
-234.5726,68.0667,-1.564602,2,3,-180.7587,57.34928
-30.829,60.0511,-2.955835,3,7,-11.58309,48.25452
-79.47198,101.4801,-0.4663076,3,3,-105.8371,114.6309
-107.4369,139.0904,-1.763828,6,1,-57.29999,168.2682
-222.8059,38.75002,-0.1378863,1,6,-219.9481,39.27769
-63.72561,186.3353,-2.91453,5,1,-101.8988,192.0009
-30.58437,193.3539,-2.763653,5,7,-65.31026,203.392
-67.62901,127.7067,1.558367,1,4,-57.49959,123.7187
-66.63923,11.68136,-1.002191,4,6,-87.01133,6.726861
-66.41397,204.6436,-2.244154,7,7,-104.6297,187.0083
-167.0717,89.065,2.346598,4,2,-128.0045,94.17318
-168.8437,5.611766,-0.8850884,3,1,-210.44,8.421745
-114.5978,112.5699,-2.482749,3,1,-110.393,84.37646
-205.222,91.94042,1.860871,3,1,-151.7045,88.20065
-67.11821,96.0318,-1.358988,4,5,-65.80667,71.89694
-60.31219,165.0019,0.5665317,4,6,-90.92463,183.0851
-90.48643,81.25623,-0.5031425,3,3,-116.8577,90.82304
-210.4617,81.01768,-2.055652,6,3,-174.0274,96.21706
-132.0738,23.62896,-2.304946,5,3,-156.0421,31.67689
-74.19091,216.9906,2.001543,1,4,-61.14802,211.5737
-116.1367,66.99001,1.961764,6,5,-150.9748,66.55499
-136.2285,12.10418,-1.2248,3,4,-173.7305,11.93545
-83.35793,32.8166,3.074514,3,6,-52.94635,23.84162
-118.9493,66.57212,-2.969362,7,6,-135.282,55.96943
-82.86467,53.00703,0.5157678,5,1,-41.15845,42.94651
-57.92519,123.9324,-1.164844,3,6,-98.75536,114.0717
-121.4882,111.335,-1.368522,7,5,-146.7843,130.683
-37.49364,62.77708,-1.83354,6,4,-5.256498,74.68478
-36.98086,28.95062,1.372205,1,5,-33.9523,29.08125
-139.6718,103.7064,-1.862065,7,3,-173.5914,112.2628
-52.76421,92.3679,-1.596766,5,7,-42.92019,118.4849
-26.70051,144.0499,2.473948,5,5,-57.01334,111.5108
-89.18557,120.777,-2.789894,5,5,-120.2703,130.2897
-90.50468,155.0227,0.437968,4,1,-125.0611,169.5891
-40.62998,66.40005,1.564036,2,5,-69.84019,76.66447
-211.7226,7.371956,-2.331402,3,7,-219.9506,0.7723867
-23.40779,7.354214,-0.3010322,3,2,-45.7449,11.9765
-156.314,72.91998,0.1765056,5,4,-100.3341,62.50751
-80.11935,127.6999,-2.187247,1,7,-68.03191,123.2505
-105.5932,15.05823,1.793149,5,1,-111.3948,5.156907
-231.1762,49.1853,2.861452,1,1,-225.5324,48.73902
-132.2262,90.42727,0.5668197,1,3,-124.4097,86.22325
-95.84074,46.44143,-1.870213,3,6,-117.7909,38.20585
-166.7996,43.243,3.059051,5,3,-206.6877,45.21471
-55.48305,128.68,-1.047772,4,4,-73.84205,96.25298
-17.69308,110.5856,0.7119898,2,2,-49.21861,95.12209
-192.3453,45.04811,0.6165156,4,6,-223.9157,54.38601
-9.712472,32.19462,0.4312302,4,5,-41.8965,37.75955
-135.4305,114.0137,-2.117342,1,7,-123.2968,110.3483
-68.63502,90.11854,1.199859,4,4,-74.85722,107.9896
-154.2145,157.6203,-3.057855,2,5,-104.8835,200.4035
-94.66414,214.94,1.477742,6,2,-122.3806,172.1248
-18.63608,223.4623,0.6368617,5,1,25.65575,187.9023
-135.7347,102.4817,-1.325519,4,3,-133.4346,77.35833
-106.9177,34.87791,-0.2261984,4,5,-145.3303,32.34509
-71.44861,144.5908,-1.212639,1,7,-58.86393,140.7543
-17.25858,121.85,-2.054483,5,5,-22.46063,151.8894
-208.466,99.31379,-1.044538,7,3,-225.288,119.537
-72.32411,70.27232,-2.764271,6,4,-69.91776,90.4101
-168.6227,51.32246,-1.071932,7,3,-182.7464,64.75648
-82.03753,204.3478,2.588631,1,6,-69.70425,197.294
-148.8517,70.0866,2.186624,3,6,-91.65002,64.77618
-74.89665,12.34683,0.01250574,2,5,-96.09896,5.767092
-51.48032,188.5955,-3.013968,3,5,-25.35411,137.7486
-109.6655,74.80234,-1.087061,3,5,-148.3566,72.48346
-18.2084,219.5786,2.249927,1,6,-7.089046,209.5974
-48.9799,1.617515,-2.786458,3,6,-41.29623,-7.309542
-134.2069,10.12164,-1.308557,4,5,-141.5627,1.39657
-229.14,27.32196,-1.424179,7,1,-261.2044,35.32488
-173.7692,149.5287,-2.738919,2,7,-116.8858,174.0128
-124.2603,92.49791,1.877175,4,2,-96.95969,114.96
-207.7529,49.41282,1.998214,5,1,-218.7729,39.66031
-4.32276,69.59157,-2.813814,1,6,1.555053,65.76273
-12.09755,68.84325,-0.4475723,7,1,-0.9341649,88.15455
-118.7029,61.31067,-3.065133,6,3,-132.0051,77.09076
-51.47031,200.472,-0.9147784,3,3,-90.19846,196.2223
-42.10301,39.9106,-0.3397687,1,4,-34.30425,39.22847
-44.60035,9.905246,3.095404,1,3,-44.12709,10.27778
-151.7585,141.3767,-2.504476,7,5,-182.8904,125.2486
-16.44914,22.23133,0.3327938,1,7,-14.89135,20.33706
-32.84828,52.38713,-1.23039,1,1,-27.67796,51.64205
-211.3814,33.45147,-1.038666,7,2,-230.2783,43.38913
-17.42489,68.80067,-0.1629184,2,7,-26.94719,51.02682
-129.7779,106.3898,-3.058867,5,1,-167.3257,108.4267
-20.65742,60.00409,-2.526357,1,6,-15.6847,57.12743
-19.85569,19.56769,-0.8506671,5,7,2.884981,21.41524
-18.73995,152.2951,2.982439,2,2,14.76177,203.0228
-34.1408,83.89382,0.6902888,2,3,-65.68825,72.10307
-209.7869,101.8957,-2.301805,6,7,-180.9548,127.1743
-47.34532,11.72325,-2.613404,7,6,-78.91982,7.472863
-157.5434,52.00098,-2.901285,5,2,-195.7403,56.81964
-18.05262,35.91271,-1.556294,5,1,-14.73495,43.9621
-100.2173,38.53011,1.179496,1,1,-95.0787,38.11933
-236.4073,30.5757,0.6950378,1,4,-226.4071,29.41579
-11.7699,36.81759,-2.844054,7,2,-35.69149,29.34413
-56.83917,184.5503,1.900733,1,1,-46.94489,182.1216
-44.07442,233.9395,2.331326,7,6,-25.60923,167.8687
-6.329417,158.9897,-1.840318,7,7,-37.44941,162.0025
-186.7249,44.39405,1.494683,6,1,-216.062,39.79374
-32.54592,223.0453,-0.6101163,2,1,-28.74564,157.7607
-152.0241,25.54834,0.8206013,3,1,-139.3218,31.6524
-46.49654,214.6623,-0.442446,4,7,-88.27644,175.6073
-201.8654,59.30121,0.4105755,2,5,-232.2261,57.46893
-11.96698,211.5468,2.049844,7,1,10.20094,160.0357
-173.1293,124.4171,-1.347037,1,7,-159.6458,121.2603
-169.0615,108.0815,-3.004653,7,1,-182.775,91.65009
-140.6737,42.97345,-0.176037,5,4,-88.81147,41.13642
-183.9237,0.7928447,-1.353761,3,4,-221.7568,-0.1682743
-30.7245,200.7457,-1.912373,7,3,-69.10141,199.841
-3.331843,60.50578,-0.9006725,4,7,-20.08081,47.65602
-33.42337,121.0724,1.870135,3,5,14.29193,135.403
-4.419007,47.19419,1.786954,2,6,-24.60369,55.67811
-119.4802,59.43266,1.029609,4,2,-131.7808,72.21221
-45.22918,136.0885,-2.625736,7,5,-76.23913,111.4154
-65.81837,103.4251,0.4038132,3,3,-61.60987,130.6313
-12.75097,76.69105,-0.4443759,3,3,-38.46517,85.42315
-9.560528,8.221798,1.889332,2,7,-29.65388,12.7375
-148.2241,120.5532,2.730168,6,2,-177.7901,138.7933
-52.60432,68.16931,0.05874582,1,2,-45.15583,67.13786
-181.2305,104.7768,0.7323165,1,4,-166.9133,101.6776
-15.6114,3.819624,-0.8688372,1,3,-12.41348,3.273957
-151.9119,114.7267,2.575881,6,1,-185.0806,128.2875
-69.27574,34.91352,-0.03529112,1,3,-63.0353,33.29686
-75.13779,148.8119,0.7122632,2,1,-109.9876,132.4721
-137.2751,46.92342,-1.086031,7,2,-156.9842,57.70172
-88.81686,63.02387,-2.905814,1,6,-79.29309,60.40446
-20.80322,187.4468,3.016999,6,6,-30.77931,226.8037
-195.5884,2.752695,-0.03071291,1,7,-193.444,1.772854
-237.1921,2.690388,1.005637,1,1,-237.3041,2.773015
-140.412,88.32728,-1.208819,7,3,-159.3839,105.798
-49.70469,46.55365,-1.168707,6,7,-6.163122,46.12426
-50.76735,169.4562,2.436556,1,2,-39.7882,163.9192
-146.814,85.31859,2.553866,6,5,-177.3122,95.86238
-27.59475,131.8839,-2.383404,6,3,-2.717045,173.6919
-25.98305,74.38275,1.358928,4,4,-26.89514,91.31438
-59.39466,54.24277,2.9414,6,1,-79.00835,63.05508
-76.54388,200.2435,-1.865908,3,7,-100.9017,155.6013
-80.61156,142.0004,-0.04536504,2,2,-95.08456,107.2493
-197.6038,11.18383,0.5324502,2,2,-231.7458,8.195048
-117.9815,109.2068,0.1014577,2,4,-131.0688,84.44678
-86.79815,176.616,1.619908,1,3,-78.86423,172.8185
-52.5471,168.7858,-0.6143525,6,3,1.38647,147.1707
-154.9932,32.35811,1.968226,4,5,-129.2245,41.87622
-187.81,11.10188,0.2680421,6,1,-172.6697,3.312165
-91.45458,52.18785,2.759577,4,6,-43.22931,51.69471
-108.1607,104.467,0.2020559,5,4,-50.71498,96.76588
-66.1299,80.55856,2.221189,2,5,-73.6147,100.7811
-74.04689,27.03682,2.045189,1,6,-67.29317,26.21674
-226.6318,19.18815,1.400012,1,5,-224.0166,19.13647
-28.61143,181.9818,1.827704,5,2,-35.2184,126.9217
-138.1269,19.04724,0.3197525,7,2,-100.0602,22.14884
-188.7163,16.94993,-0.8635765,1,3,-184.1519,16.32737
-213.8436,110.5137,-2.460799,2,7,-152.29,115.7558
-197.6357,72.3193,1.041812,1,1,-188.3681,71.00776
-134.8487,89.92917,1.075947,3,6,-103.9126,105.7277
-0.5431064,90.70304,-0.323907,1,7,4.540595,86.93302
-125.9789,157.237,2.191752,7,2,-95.36137,114.8963
-105.7512,87.70166,-0.6952809,2,7,-85.68266,67.29134
-177.6267,6.005389,1.763853,1,5,-176.3827,6.659562
-162.7058,116.1735,-0.09573456,6,4,-116.1486,90.92807
-70.20151,199.2909,1.914998,6,3,-114.0168,177.0426
-80.48325,188.851,0.7003482,2,2,-115.4513,163.871
-21.23007,118.5903,2.169474,1,6,-11.78462,113.6309
-73.62192,172.4588,2.123825,6,4,-116.8195,164.8007
-51.90755,1.501644,1.277875,1,4,-48.77075,-0.1305099
-22.97261,183.0741,1.989859,2,2,-29.46056,231.7025
-134.5245,61.63054,2.593369,6,2,-165.8446,70.24912
-177.9426,113.7252,1.159846,7,4,-116.6476,102.0657
-146.2292,48.21639,2.250514,6,3,-185.3018,50.39799
-70.59688,153.3921,1.171809,7,2,-11.95026,146.8279
-76.60274,60.75462,0.5187408,3,6,-67.99638,79.53156
-54.69038,118.143,0.1861376,6,3,-34.10419,85.17465
-146.6667,159.0159,0.991832,4,1,-164.8983,195.2731
-139.1033,75.82291,-0.7354767,4,6,-163.0014,69.75269
-84.11584,41.75905,0.1498991,4,7,-120.6822,44.15755
-23.3833,38.41109,0.1440003,3,1,-35.0884,46.33802
-58.27178,145.8544,2.92497,5,5,-94.696,129.2253
-24.76332,59.91171,0.9521351,2,7,-59.98899,56.41697
-90.24374,120.3258,-2.863603,5,5,-122.1116,126.4428
-178.7745,55.35394,-1.168995,1,7,-168.4113,53.35287
-185.7092,30.40804,1.923484,2,1,-209.2008,38.14416
-131.0792,140.1939,0.4681194,1,1,-120.8944,137.4244
-93.18993,146.6015,1.196468,1,1,-83.65385,144.9528
-45.08184,64.21164,-1.421105,7,3,-68.79668,74.90709
-77.08678,93.42572,0.4749969,5,6,-30.94165,82.07207
-95.14136,40.49771,-0.5466595,6,3,-50.67693,35.00939
-51.71872,103.2071,2.343565,5,2,-75.7829,79.56758
-224.7108,43.78248,-1.409844,1,3,-213.929,44.54948
-37.21085,180.2522,-0.9226165,3,2,-78.78179,174.6846
-156.9474,101.0595,1.67458,6,3,-190.0151,94.44106
-123.1758,4.98278,1.903245,1,7,-121.9486,5.605932
-50.38701,114.9694,-0.6285588,7,1,-41.85632,150.7176
-133.102,81.92778,2.409312,5,5,-154.042,72.02526
-66.30716,109.5973,-1.295388,2,2,-32.27593,89.30657
-116.2282,26.65324,-1.703262,5,1,-120.283,34.00792
-73.69645,17.89127,-1.749532,4,5,-62.24047,8.896604
-20.29101,38.46323,0.2017024,4,1,-54.28321,41.87629
-16.33753,101.9352,-2.335225,5,5,-32.79137,119.1184
-50.35959,145.0267,-0.1591402,3,4,-66.06601,172.3828
-182.1102,110.4678,0.3740537,7,1,-134.6343,127.1695
-188.0205,98.32439,0.0502402,3,4,-198.9924,126.4606
-73.68162,62.95534,2.657907,7,7,-69.42683,49.56858
-132.6245,165.3529,2.829891,6,7,-157.0937,196.8734
-158.1554,184.3343,0.9451681,5,1,-115.6665,140.705
-224.1412,11.07998,-0.3783555,1,1,-220.3605,11.13753
-30.1724,4.770178,-0.8498092,7,1,-38.6726,11.05453
-35.72768,122.1446,2.053313,5,4,-53.66681,86.76286
-61.50813,61.52233,-0.5357124,7,4,-52.42098,77.54333
-44.99961,125.657,-1.128256,4,3,-56.63869,91.41499
-143.2083,14.82742,-0.8775454,2,4,-122.7987,9.224539
-174.7638,128.6536,2.553243,2,6,-164.6131,163.2887
-142.5795,70.00195,-2.324448,7,5,-175.6259,67.24064
-158.907,136.4867,2.759163,6,3,-188.3001,162.0441
-178.6108,74.49761,1.109781,6,5,-193.4787,66.00117
-84.9286,151.852,1.156387,1,1,-74.66026,149.6577
-111.5043,97.75003,-2.282532,7,5,-146.5335,92.42377
-115.7908,83.38622,2.597226,2,6,-101.3929,111.2321
-75.20644,169.6306,-2.551181,1,1,-64.43648,166.2509
-116.7033,158.3152,-1.530173,7,1,-145.4133,180.71
-28.22025,154.296,0.9550906,2,1,-66.2309,141.7723
-39.93465,186.7927,1.160342,3,4,11.51624,238.6756
-4.805041,63.30366,0.8601363,6,2,-8.139105,48.91639
-94.84009,14.47155,2.666295,1,5,-87.87204,14.70115
-68.29707,57.57616,2.924511,2,7,-44.76266,74.30095
-162.1031,76.72285,0.1494518,7,2,-124.1971,86.84786
-201.393,100.6173,-0.4057478,7,4,-185.9708,118.7202
-181.1375,136.4162,0.7308642,1,6,-167.3059,134.6772
-33.01056,99.88986,0.488833,4,2,-61.49783,110.2118
-48.51212,86.6834,0.6252447,4,4,-72.90769,98.16158
-183.6102,57.00028,-2.539869,5,6,-215.0919,64.16485
-117.8348,1.959766,2.775892,1,1,-117.202,1.568863
-166.8657,73.14588,0.8635203,6,4,-166.6819,60.70472
-25.08564,186.3005,0.4571336,4,4,-57.25254,200.2856
-47.29187,87.37457,1.828657,7,5,-10.98249,71.39019
-136.7176,178.9661,-2.452063,3,6,-132.8281,129.6214
-20.72747,61.84058,-2.801102,5,5,-49.2243,65.03015
-100.4323,187.922,-2.7737,6,5,-87.88654,248.3824
-219.9843,46.99177,2.806881,1,5,-208.0409,45.81725
-193.6913,78.57735,-2.491421,6,7,-174.8075,97.71873
-71.40365,134.6821,2.798363,7,2,-72.24287,95.83062
-73.75874,31.18281,0.9575727,3,1,-54.10123,36.93361
-9.712079,44.24574,-0.0429176,3,1,-22.15017,52.52161
-12.80663,120.9082,-1.109377,3,5,-49.57545,109.4605
-112.1784,179.7768,1.492805,7,4,-56.03762,152.8322
-69.50019,8.992451,-0.7028101,3,3,-103.0259,12.31727
-73.45816,170.5702,-1.390277,1,3,-59.59909,166.8641
-142.3587,135.3711,-0.7752171,7,2,-142.085,181.0745
-10.67978,21.68171,-1.31522,2,2,10.26955,15.891
-118.5491,28.3549,-0.340524,7,1,-108.7892,34.23026
-91.7598,56.761,-1.766741,2,5,-45.66774,49.72012
-151.0824,70.42686,1.866127,1,5,-142.2696,70.15829
-173.9968,52.783,1.402487,4,1,-175.9763,64.42564
-16.31225,155.0233,-0.8308564,1,3,-4.25504,149.7589
-104.4403,185.0056,-2.697251,4,5,-48.28759,157.9463
-147.6193,167.3015,1.958002,4,1,-109.765,216.7728
-86.70494,155.6048,-2.628535,1,5,-72.58781,151.5183
-76.2531,103.1104,1.027104,7,6,-21.86401,105.1333
-193.241,129.7856,-3.073777,6,6,-203.2392,168.0867
-118.9548,98.28178,1.288589,2,7,-155.8157,106.0766
-40.84356,194.7873,-2.632893,6,5,-19.29723,260.9296
-151.8263,44.34379,-2.837983,3,7,-131.6193,35.33504
-45.3452,41.7669,0.7813517,2,7,-79.7035,38.38993
-30.78715,43.06697,-1.306059,5,7,-14.93501,49.72257
-45.35638,77.60033,-1.553956,4,6,-39.85944,58.95586
-48.50199,0.5262877,-0.4339563,4,1,-82.28917,-2.49683
-158.471,35.54727,2.976589,5,6,-194.3779,34.08139
-86.42401,218.8988,1.873149,5,2,-94.49014,151.3524
-177.8391,90.47734,0.9109594,2,3,-215.5295,92.13406
-163.4915,137.8176,0.9775316,7,2,-97.30495,135.1163
-221.595,77.80258,-0.5163724,7,4,-213.8157,90.76394
-127.6273,50.2212,2.405285,5,6,-149.18,43.26423
-75.14381,23.49015,-0.2059149,6,3,-43.20401,17.53932
-53.08712,97.69463,2.60194,6,3,-86.94321,108.8041
-19.3066,213.3656,-0.7634279,4,5,-57.2065,158.851
-218.8837,66.74348,1.734947,7,2,-169.576,53.55161
-19.00724,55.37895,3.010752,2,6,4.111343,67.95979
-50.77022,78.83536,-1.357583,5,6,-35.98827,99.3912
-73.94724,93.84291,1.683115,1,6,-62.47213,91.2095
-202.6981,90.07082,2.720141,3,6,-148.9645,73.64248
-205.368,39.46635,0.2611092,2,1,-231.1219,33.70539
-201.9859,18.58522,-1.206874,1,4,-197.3449,18.96884
-60.84588,154.9199,-0.07658026,6,3,-27.35138,117.5286
-103.5352,93.34998,0.7406585,3,1,-84.02753,118.7552
-8.719813,91.60562,1.010233,4,5,-20.03176,112.7647
-160.7184,41.20733,2.724844,5,4,-197.0303,40.19072
-18.68694,173.7215,2.143119,4,4,32.14925,235.895
-24.57945,95.16678,-1.951524,5,3,-28.52165,120.1173
-88.15881,95.12299,0.4771316,1,6,-78.57899,93.94328
-187.5864,44.65678,-1.666265,3,3,-214.4356,42.50341
-65.23165,80.67638,3.130824,6,4,-80.70731,99.9342
-57.57713,120.6917,1.096277,4,6,-64.47417,153.1203
-100.5894,39.75672,1.496,7,2,-55.0864,31.60646
-111.3029,176.4567,-1.276881,1,7,-96.41796,172.5641
-19.54133,58.29189,-1.432672,4,7,-17.65052,44.71124
-88.18863,183.3918,-1.133722,7,1,-99.50086,233.7782
-90.24179,78.06949,1.55785,4,2,-78.00544,100.654
-222.0611,0.1893213,-1.362301,1,1,-220.0045,-0.2350349
-190.6745,133.5595,-1.596876,1,1,-180.4419,131.5277
-84.0564,0.1754468,-1.361898,3,3,-116.5851,-2.132581
-62.07496,95.64575,-0.7320611,3,6,-99.71552,100.4603
-70.47149,90.24526,1.217415,4,5,-77.61745,116.4157
-15.42879,174.2411,0.6900812,3,6,11.00705,230.6176
-43.00317,25.52523,-0.9745178,6,7,-4.300799,24.00384
-24.93415,199.5527,1.254131,3,2,29.55175,248.4225
-22.2702,54.44938,-1.530793,5,7,-14.17839,65.89835
-133.509,162.1818,-3.082657,5,7,-173.372,161.457
-61.46418,64.84676,1.906835,4,6,-37.22647,80.78405
-14.11907,104.5257,-1.863492,6,5,26.63843,129.3926
-39.19856,37.6316,-2.458539,1,5,-32.40959,35.93951
-149.0374,83.84156,-2.748914,5,1,-182.9571,92.75327
-20.75789,10.78657,-2.187076,1,5,-17.93915,9.293741
-122.4294,10.19356,-1.341328,1,2,-122.3837,10.6823
-52.19767,204.9709,1.565422,1,7,-46.01926,198.5607
-26.53639,153.7051,2.367439,4,6,29.57565,196.0087
-183.9707,103.1414,-2.828257,6,5,-182.0193,133.1481
-224.7438,46.70373,0.08953576,1,4,-215.869,46.53439
-221.1303,6.030604,0.1748285,1,4,-216.9135,5.781334
-210.346,5.193345,-2.521408,7,1,-249.2177,2.295173
-101.1775,15.36732,-1.377632,4,1,-104.9474,7.303033
-121.03,8.367725,-0.9723822,3,1,-159.4119,9.974336
-235.4664,42.58156,-0.2846594,7,4,-216.6755,50.88221
-67.06927,37.17955,-1.128174,7,6,-89.33008,44.23432
-69.94912,221.9928,1.976516,5,1,-88.24966,154.0463
-155.6635,101.0487,0.8582557,6,3,-155.8505,82.33112
-54.03917,221.9864,0.2841417,1,1,-43.15311,216.8805
-26.56742,97.89365,2.499701,6,6,-56.96846,103.9592
-34.07461,42.25705,-2.022686,1,5,-28.2579,40.22803
-134.4453,4.064038,0.5924407,4,3,-167.2056,6.205907
-53.63964,145.9659,-0.7090161,3,5,-92.3645,152.613
-120.4471,58.65402,-2.205845,4,5,-84.04312,45.53073
-42.21561,154.3657,0.5279808,3,2,-23.67372,203.1982
-88.09219,36.11714,-1.982663,1,6,-83.43054,34.51144
-105.5504,87.63204,-0.7173483,1,4,-93.66619,86.49595
-196.2958,87.57558,2.062257,2,5,-211.2439,111.2242
-173.5356,153.5574,-3.12308,1,6,-159.0083,149.9916
-11.43453,85.62286,-0.2018529,3,6,-32.56054,102.6405
-54.32896,198.9506,-0.8346687,1,6,-47.52043,193.1277
-171.7334,75.45296,3.090986,6,5,-186.241,95.24553
-196.5001,81.19086,-2.361223,1,5,-184.098,78.31881
-184.7842,72.68018,0.7567279,7,1,-135.1898,68.42222
-91.97514,218.8073,1.878381,6,2,-131.3608,192.409
-65.54399,136.2239,1.007398,1,2,-52.15234,133.5785
-114.765,75.74176,-0.7962468,4,2,-135.2063,67.90205
-85.47813,59.87976,-2.592589,4,4,-46.34536,52.19273
-25.71737,208.7815,0.1113324,3,1,-26.35701,262.1742
-10.73645,139.5373,1.33055,4,5,-8.486928,179.3546
-100.0616,117.7071,1.662495,4,6,-79.78786,156.1917
-217.6351,31.32021,-1.720569,1,3,-209.1201,31.66392
-107.2982,80.38549,-0.6575595,5,4,-58.70422,94.7493
-1.964901,107.5435,-1.431811,7,5,-26.83318,122.095
-88.70113,185.4744,-0.5972646,1,3,-73.04697,181.0386
-185.8186,92.80128,-3.02911,6,1,-196.1275,116.0556
-235.3795,6.245612,2.319599,4,5,-195.9262,13.02041
-222.2605,1.350475,2.39216,1,6,-216.3864,-1.047963
-139.3144,202.3324,0.7143111,1,2,-123.0878,197.815
-77.20159,79.49436,0.9205987,4,1,-94.66889,97.81461
-77.52994,92.084,-2.289767,6,6,-53.59707,116.587
-123.7905,34.11071,-2.48281,5,7,-149.3918,40.70082
-32.47452,169.3083,0.8565302,3,1,1.228037,219.9817
-38.13418,177.3003,-1.122865,4,1,-54.3033,127.7808
-84.78844,1.410659,2.005211,2,7,-108.1367,8.63619
-5.952981,97.34666,-0.9682662,4,4,-25.83717,74.01778
-31.66252,122.6676,1.290717,6,5,-57.80671,94.67621
-169.9324,48.23913,0.8615672,4,6,-195.3717,61.05183
-108.0759,135.6634,2.233563,6,3,-150.7727,135.7192
-105.2509,122.4495,-2.918989,5,6,-141.678,127.3195
-128.8255,170.4804,1.277539,3,6,-77.81967,204.423
-95.74416,142.367,-2.660275,7,1,-125.3746,119.2511
-84.01216,5.372369,-2.283999,5,7,-104.0424,11.18408
-54.41458,68.9334,-1.052975,5,6,-29.0652,83.35067
-202.8631,126.9006,0.6904357,7,4,-140.1044,132.1519
-14.69312,170.8027,0.9711348,1,4,-5.128229,164.5714
-142.2981,91.1433,-2.58354,7,5,-169.644,81.20664
-69.43466,96.47247,-1.162881,4,1,-76.22511,76.61201
-77.92138,194.4967,0.2193454,2,1,-107.0126,149.3707
-152.1007,39.70134,3.097986,5,3,-192.5828,43.01025
-108.7602,35.59133,1.178353,5,1,-86.26824,26.46549
